7,2,4,2,2,2,7,2,2,3,4,2,2,2,2,3,2,3,2,2,2,3,1,2,3,2,2,2,1,7,0,2,2,0,0,2,0,2,0,2,1,3,0,2,2,2,2,1,22,2,0,2,2,2,2,2,2,2,2,1,3,2,2,2,0,0,2,0,0,3,20,0,1,0,21,0,2,0,0,0,1,2,2,1,7,2,2,2,0,0,0,0,2,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,1,0,3,0,6,0,2,0,0,0,0,0,2,0,0,0,1,2,1,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2,2,4,2,2,3,2,2,2,2,2,4,1,0,2,2,2,4,1,3,0,2,1,1,2,2,2,2,2,2,2,2,3,2,0,2,2,2,0,3,0,2,0,1,2,0,3,2,2,0,0,1,2,0,2,0,3,2,2,1,1,0,2,0,1,1,2,2,1,3,2,2,0,2,2,1,1,0,2,2,1,2,2,0,2,2,2,1,2,1,0,0,3,1,0,1,0,0,2,2,2,0,1,0,2,2,1,0,0,0,2,0,2,0,2,0,0,0,2,2,2,0,0,0,2,0,0,6,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,2,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,0,2,0,0
6,2,2,2,2,3,2,2,1,2,2,2,1,1,2,2,0,0,2,2,0,2,2,1,2,1,1,2,2,3,0,2,2,2,0,0,2,2,1,1,0,2,1,0,0,1,2,2,2,0,0,0,2,0,2,1,1,2,0,0,0,2,2,1,0,0,2,0,0,2,2,2,0,2,2,2,2,0,1,0,2,2,2,0,2,0,2,1,0,0,0,0,2,2,0,0,0,0,3,0,2,0,0,1,2,0,2,0,1,0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,2,0,1
2,2,3,2,2,2,2,1,1,1,2,2,2,0,2,2,0,4,2,2,0,2,1,0,1,1,1,2,1,6,0,2,2,0,1,0,0,0,0,2,0,2,0,0,1,0,2,2,2,0,0,2,2,0,2,2,0,2,2,0,0,0,2,2,0,0,1,0,0,3,2,2,0,0,6,0,0,0,2,0,0,2,1,0,2,0,2,1,0,0,0,0,2,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,2,0,2,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1
2,2,3,2,1,2,0,2,1,2,2,2,0,0,2,0,0,2,0,2,1,2,0,0,2,2,0,0,2,0,2,1,2,0,0,0,2,0,1,0,1,2,0,0,0,0,2,1,2,1,0,0,3,0,0,2,0,2,2,0,0,0,1,0,0,0,1,0,0,2,4,1,0,0,0,0,1,1,1,0,0,2,2,0,2,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0
2,2,3,2,2,2,2,1,1,1,2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,1,0,0,0,2,2,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0,0,2,0,1,0,1,0,0,2,0,0,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0
2,2,1,2,2,1,1,2,0,1,2,2,1,0,2,0,0,2,0,0,0,1,0,0,2,1,0,1,0,4,0,0,0,1,0,2,1,1,0,0,0,2,0,1,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,0,2,2,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,0,2,1,2,2,0,0,2,2,2,2,0,0,0,0,1,1,0,0,2,1,0,2,1,0,0,0,0,0,2,2,0,1,0,0,1,1,2,0,2,0,0,0,0,2,1,2,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,0,0,0,0,3,0,0,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
2,2,0,1,1,0,1,0,2,1,2,1,1,1,2,1,0,2,2,1,0,2,1,1,2,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,0,3,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,2,0,1,1,3,1,2,1,1,2,3,2,2,1,3,0,2,2,2,0,2,0,0,2,2,0,1,0,0,0,2,2,1,0,0,0,0,0,2,0,3,0,0,1,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,1,0,2,0,0,0,1,1,0,3,3,1,0,0,3,1,2,0,0,1,1,2,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
